transaction_id,date,store_location,customer_id,product_name,category,quantity,unit_price,total_amount,status,payment_method,clubcard_member
TXN11068,2023-01-27,Stevenage,CUST1403,Chicken Breast 500g,Meat & Fish,1,3.43,3.43,Fulfilled,Cash,No
TXN2057,2023-01-27,St Albans,CUST2657,Frozen Pizza Margherita,Frozen,6,2.45,14.7,Fulfilled,Contactless,Yes
TXN2043,2023-01-27,Luton,CUST1377,Cucumber Each,Fresh Produce,1,0.55,0.55,Fulfilled,Card,Yes
TXN10016,2023-01-27,Welwyn Garden City,CUST1067,Carrots 1kg,Fresh Produce,1,0.66,0.66,Fulfilled,Clubcard Pay+,Yes
TXN8612,2023-01-27,Hemel Hempstead,CUST2226,Broccoli Head,Fresh Produce,2,0.88,1.76,Fulfilled,Contactless,Yes
TXN12067,2023-01-27,Hatfield,CUST1044,Cherry Tomatoes 300g,Fresh Produce,2,1.19,0.0,Cancelled,Contactless,Yes
TXN1079,2023-01-27,Welwyn Garden City,CUST2364,Carrots 1kg,Fresh Produce,1,0.63,0.63,Fulfilled,Card,Yes
TXN5027,2023-01-27,Welwyn Garden City,CUST1163,Cola 6pk,Drinks,3,3.52,10.56,Fulfilled,Contactless,Yes
TXN2909,2023-01-28,Welwyn Garden City,CUST2003,Pain au Chocolat 4pk,Bakery,1,2.23,2.23,Fulfilled,Card,No
TXN1401,2023-01-28,Hemel Hempstead,CUST2333,Washing Up Liquid 500ml,Household,1,1.07,1.07,Fulfilled,Clubcard Pay+,No
TXN11139,2023-01-28,Stevenage,CUST2179,Pasta 500g,Grocery,1,0.87,0.87,Fulfilled,Clubcard Pay+,No
TXN2674,2023-01-28,Watford,CUST1205,Sweet Potatoes 1kg,Fresh Produce,4,1.52,0.0,Cancelled,Contactless,Yes
TXN6523,2023-01-28,St Albans,CUST1394,Green Tea 40pk,Drinks,2,2.52,5.04,Fulfilled,Clubcard Pay+,No
TXN9525,2023-01-28,Welwyn Garden City,CUST0928,Cola 6pk,Drinks,2,3.43,0.0,Cancelled,Cash,No
TXN4941,2023-01-28,Hemel Hempstead,CUST1144,Cola 6pk,Drinks,3,3.43,10.29,Fulfilled,Contactless,No
TXN13637,2023-01-28,Watford,CUST2250,Fruit Smoothie 750ml,Drinks,4,2.98,11.92,Fulfilled,Contactless,Yes
TXN1861,2023-01-28,St Albans,CUST2697,Toothpaste 100ml,Health & Beauty,3,1.49,0.0,Cancelled,Clubcard Pay+,Yes
TXN9112,2023-01-28,Hertford,CUST1002,Coffee Beans 200g,Drinks,4,5.08,20.32,Fulfilled,Contactless,Yes
TXN15149,2023-01-28,Welwyn Garden City,CUST1970,Apples 6pk,Fresh Produce,5,1.32,6.6,Fulfilled,Clubcard Pay+,Yes
TXN2918,2023-01-28,St Albans,CUST1650,Cornflakes 500g,Grocery,3,1.84,5.52,Fulfilled,Contactless,No
TXN6449,2023-01-28,Welwyn Garden City,CUST2391,Sports Drink 500ml,Drinks,2,1.22,2.44,Fulfilled,Card,Yes
TXN15471,2023-01-28,Hertford,CUST0085,Deodorant 150ml,Health & Beauty,1,2.35,2.35,Fulfilled,Cash,Yes
TXN14817,2023-01-28,St Albans,CUST2414,White Bread 800g,Grocery,3,1.13,3.39,Fulfilled,Cash,Yes
TXN2482,2023-01-28,Stevenage,CUST0261,Instant Coffee 200g,Drinks,2,3.85,7.7,Fulfilled,Card,No
TXN12034,2023-01-28,Watford,CUST0713,Chicken Thighs 1kg,Meat & Fish,3,4.02,12.06,Fulfilled,Card,Yes
TXN4972,2023-01-28,Hatfield,CUST0556,Whole Milk 2L,Grocery,2,1.09,2.18,Fulfilled,Contactless,Yes
TXN9644,2023-01-28,Stevenage,CUST1449,Bacon Rashers 200g,Meat & Fish,4,2.36,0.0,Cancelled,Cash,No
TXN14204,2023-01-28,Stevenage,CUST2350,Cornflakes 500g,Grocery,1,1.94,1.94,Fulfilled,Clubcard Pay+,No
TXN11190,2023-01-28,Luton,CUST1067,Sports Drink 500ml,Drinks,1,1.17,1.17,Fulfilled,Contactless,Yes
TXN4311,2023-01-28,Luton,CUST1992,Vitamins C 60pk,Health & Beauty,3,3.87,0.0,Cancelled,Clubcard Pay+,No
TXN7959,2023-01-28,Hertford,CUST1876,Cucumber Each,Fresh Produce,1,0.54,0.0,Cancelled,Contactless,Yes
TXN5647,2023-01-28,Hatfield,CUST0306,Pork Sausages 6pk,Meat & Fish,2,2.47,4.94,Fulfilled,Clubcard Pay+,No
TXN8043,2023-01-28,Welwyn Garden City,CUST1413,Paracetamol 16pk,Health & Beauty,2,0.97,1.94,Fulfilled,Contactless,Yes
TXN7576,2023-01-28,Hemel Hempstead,CUST1651,Cheddar Cheese 400g,Grocery,3,2.49,7.47,Fulfilled,Contactless,Yes
TXN11357,2023-01-28,St Albans,CUST1022,Rice 1kg,Grocery,1,1.43,1.43,Fulfilled,Card,Yes
TXN2082,2023-01-28,St Albans,CUST0602,Fish Fingers 30pk,Frozen,2,3.31,6.62,Fulfilled,Contactless,Yes
TXN8208,2023-01-28,St Albans,CUST2590,Beef Mince 500g,Meat & Fish,5,3.3,16.5,Fulfilled,Contactless,No
TXN5585,2023-01-28,Hertford,CUST0319,Cola 6pk,Drinks,2,3.42,6.84,Fulfilled,Cash,No
TXN13897,2023-01-28,Hemel Hempstead,CUST1726,Apples 6pk,Fresh Produce,1,1.33,1.33,Fulfilled,Contactless,No
TXN9128,2023-01-28,Hemel Hempstead,CUST0119,Muffins 4pk,Bakery,3,1.98,5.94,Fulfilled,Cash,Yes
TXN8708,2023-01-28,Stevenage,CUST0566,Salmon Fillets 2pk,Meat & Fish,6,4.61,27.66,Fulfilled,Card,No
TXN11594,2023-01-28,Hemel Hempstead,CUST0163,Chicken Breast 500g,Meat & Fish,2,3.47,6.94,Fulfilled,Clubcard Pay+,Yes
TXN8848,2023-01-28,Welwyn Garden City,CUST1066,Pork Sausages 6pk,Meat & Fish,2,2.43,4.86,Fulfilled,Contactless,Yes
TXN10526,2023-01-28,Hemel Hempstead,CUST2003,All-Purpose Cleaner 750ml,Household,2,1.87,3.74,Fulfilled,Contactless,Yes
TXN9215,2023-01-28,Stevenage,CUST2083,Washing Up Liquid 500ml,Household,3,1.07,3.21,Fulfilled,Contactless,Yes
TXN14636,2023-01-28,Watford,CUST1954,Bagels 5pk,Bakery,1,1.51,1.51,Fulfilled,Contactless,Yes
TXN10565,2023-01-28,Hatfield,CUST0133,Cod Fillets 300g,Meat & Fish,5,3.66,18.3,Fulfilled,Contactless,Yes
TXN10074,2023-01-28,St Albans,CUST2310,Pork Sausages 6pk,Meat & Fish,1,2.51,2.51,Fulfilled,Contactless,Yes
TXN5705,2023-01-29,St Albans,CUST2031,Paracetamol 16pk,Health & Beauty,3,0.99,2.97,Fulfilled,Clubcard Pay+,Yes
TXN14803,2023-01-29,St Albans,CUST0766,Chicken Thighs 1kg,Meat & Fish,3,3.95,11.85,Fulfilled,Contactless,No
TXN11007,2023-01-29,Luton,CUST2485,Cherry Tomatoes 300g,Fresh Produce,3,1.17,3.51,Fulfilled,Contactless,No
TXN11674,2023-01-29,Welwyn Garden City,CUST2882,Frozen Berries 500g,Frozen,5,2.23,11.15,Fulfilled,Card,Yes
TXN15084,2023-01-29,Welwyn Garden City,CUST2193,White Bread 800g,Grocery,2,1.16,2.32,Fulfilled,Card,No
TXN5779,2023-01-29,Hatfield,CUST1793,Cheddar Cheese 400g,Grocery,1,2.5,2.5,Fulfilled,Card,Yes
TXN5744,2023-01-29,Hatfield,CUST1353,Cucumber Each,Fresh Produce,1,0.54,0.54,Fulfilled,Contactless,Yes
TXN2190,2023-01-29,Welwyn Garden City,CUST2317,Apples 6pk,Fresh Produce,1,1.3,1.3,Fulfilled,Card,Yes
TXN5102,2023-01-29,Stevenage,CUST0987,Coffee Beans 200g,Drinks,2,4.9,9.8,Fulfilled,Contactless,Yes
TXN5506,2023-01-29,Luton,CUST2885,Ice Cream Vanilla 2L,Frozen,1,3.47,0.0,Cancelled,Contactless,Yes
TXN8017,2023-01-29,Welwyn Garden City,CUST1685,Doughnuts 5pk,Bakery,1,1.76,1.76,Fulfilled,Card,Yes
TXN11795,2023-01-29,Hatfield,CUST1958,Frozen Peas 900g,Frozen,3,1.48,4.44,Fulfilled,Clubcard Pay+,Yes
TXN7987,2023-01-29,St Albans,CUST2751,Ice Cream Vanilla 2L,Frozen,6,3.49,20.94,Fulfilled,Contactless,Yes
TXN15889,2023-01-29,Hemel Hempstead,CUST0515,Pasta 500g,Grocery,1,0.87,0.0,Cancelled,Contactless,No
TXN12065,2023-01-29,Welwyn Garden City,CUST1499,Washing Powder 2kg,Household,2,5.54,11.08,Fulfilled,Card,Yes
TXN1892,2023-01-29,Watford,CUST0214,Apples 6pk,Fresh Produce,2,1.26,0.0,Cancelled,Contactless,Yes
TXN8499,2023-01-29,Luton,CUST1306,Whole Milk 2L,Grocery,1,1.12,1.12,Fulfilled,Cash,Yes
TXN7825,2023-01-29,Watford,CUST2722,Semi-Skimmed Milk 2L,Grocery,2,1.07,2.14,Fulfilled,Cash,Yes
TXN2000,2023-01-29,Welwyn Garden City,CUST2663,Orange Juice 1L,Grocery,1,1.45,1.45,Fulfilled,Contactless,Yes
TXN14527,2023-01-29,Hatfield,CUST2719,Semi-Skimmed Milk 2L,Grocery,2,1.03,0.0,Cancelled,Clubcard Pay+,Yes
TXN2081,2023-01-29,Welwyn Garden City,CUST0108,Cola 6pk,Drinks,5,3.53,17.65,Fulfilled,Card,Yes
TXN6980,2023-01-29,Luton,CUST2579,Shower Gel 500ml,Health & Beauty,2,1.9,0.0,Cancelled,Card,Yes
TXN6769,2023-01-29,Hemel Hempstead,CUST1355,Deodorant 150ml,Health & Beauty,2,2.33,4.66,Fulfilled,Card,No
TXN1353,2023-01-29,Welwyn Garden City,CUST0712,Green Tea 40pk,Drinks,2,2.56,5.12,Fulfilled,Contactless,Yes
TXN1234,2023-01-29,Welwyn Garden City,CUST2756,Turkey Mince 500g,Meat & Fish,2,3.11,6.22,Fulfilled,Cash,No
TXN4681,2023-01-29,Welwyn Garden City,CUST2936,Frozen Chips 1.5kg,Frozen,1,1.91,1.91,Fulfilled,Clubcard Pay+,Yes
TXN15798,2023-01-29,St Albans,CUST2854,Coffee Beans 200g,Drinks,3,4.93,14.79,Fulfilled,Contactless,Yes
TXN10815,2023-01-29,Luton,CUST1743,Vitamins C 60pk,Health & Beauty,3,3.92,11.76,Fulfilled,Clubcard Pay+,No
TXN14559,2023-01-29,Stevenage,CUST0690,Greek Yoghurt 500g,Grocery,4,1.66,6.64,Fulfilled,Card,Yes
TXN13873,2023-01-29,Welwyn Garden City,CUST2199,Fish Fingers 30pk,Frozen,1,3.27,3.27,Fulfilled,Clubcard Pay+,Yes
TXN10638,2023-01-29,St Albans,CUST2480,Conditioner 400ml,Health & Beauty,2,2.96,5.92,Fulfilled,Clubcard Pay+,No
TXN12841,2023-01-29,Stevenage,CUST2300,Orange Juice 1L,Grocery,2,1.51,3.02,Fulfilled,Card,Yes
TXN12926,2023-01-29,Welwyn Garden City,CUST2054,Kitchen Roll 6pk,Household,2,3.46,6.92,Fulfilled,Contactless,Yes
TXN1008,2023-01-29,Stevenage,CUST2324,Bananas Bunch,Fresh Produce,3,0.68,0.0,Cancelled,Clubcard Pay+,Yes
TXN7212,2023-01-29,St Albans,CUST2452,Turkey Mince 500g,Meat & Fish,1,3.16,0.0,Cancelled,Card,No
TXN10026,2023-01-29,Stevenage,CUST2111,Paracetamol 16pk,Health & Beauty,1,0.98,0.98,Fulfilled,Contactless,No
TXN15412,2023-01-29,Stevenage,CUST0834,Frozen Peas 900g,Frozen,2,1.52,3.04,Fulfilled,Cash,No
TXN4635,2023-01-29,St Albans,CUST2370,Apples 6pk,Fresh Produce,3,1.3,3.9,Fulfilled,Contactless,No
TXN12182,2023-01-29,Watford,CUST0047,Cheddar Cheese 400g,Grocery,1,2.44,2.44,Fulfilled,Card,No
TXN9100,2023-01-30,Watford,CUST0879,Sparkling Water 6pk,Drinks,3,2.35,7.05,Fulfilled,Contactless,No
TXN13828,2023-01-30,St Albans,CUST0408,Veggie Burgers 4pk,Frozen,1,2.81,2.81,Fulfilled,Clubcard Pay+,Yes
TXN14061,2023-01-30,Hatfield,CUST1893,Kitchen Roll 6pk,Household,1,3.44,3.44,Fulfilled,Card,Yes
TXN8789,2023-01-30,Stevenage,CUST1029,Carrots 1kg,Fresh Produce,3,0.63,1.89,Fulfilled,Contactless,Yes
TXN7407,2023-01-30,Hatfield,CUST2226,Turkey Mince 500g,Meat & Fish,2,3.13,0.0,Cancelled,Card,Yes
TXN7095,2023-01-30,Luton,CUST2419,Shampoo 400ml,Health & Beauty,1,2.9,2.9,Fulfilled,Clubcard Pay+,Yes
TXN9259,2023-01-30,Watford,CUST2954,Croissants 4pk,Bakery,1,1.85,1.85,Fulfilled,Card,Yes
TXN13741,2023-01-30,Stevenage,CUST0197,Baby Spinach 200g,Fresh Produce,4,1.31,5.24,Fulfilled,Contactless,Yes
TXN13238,2023-01-30,Hatfield,CUST0388,Orange Juice 1L,Grocery,1,1.47,1.47,Fulfilled,Clubcard Pay+,Yes
TXN12648,2023-01-30,Welwyn Garden City,CUST0622,Avocado Each,Fresh Produce,2,0.78,1.56,Fulfilled,Card,No
TXN4620,2023-01-30,Luton,CUST1359,Instant Coffee 200g,Drinks,1,3.89,0.0,Cancelled,Contactless,Yes
TXN11787,2023-01-30,Welwyn Garden City,CUST2698,Chicken Nuggets 500g,Frozen,4,3.04,12.16,Fulfilled,Cash,Yes
TXN1247,2023-01-30,Hertford,CUST0833,Hot Cross Buns 6pk,Bakery,2,1.61,3.22,Fulfilled,Contactless,Yes
TXN5582,2023-01-30,Watford,CUST1638,Salmon Fillets 2pk,Meat & Fish,3,4.44,13.32,Fulfilled,Card,Yes
TXN5774,2023-01-30,Hatfield,CUST0655,Bananas Bunch,Fresh Produce,1,0.69,0.69,Fulfilled,Cash,Yes
TXN6024,2023-01-30,Hertford,CUST2648,Orange Squash 750ml,Drinks,5,1.31,6.55,Fulfilled,Clubcard Pay+,Yes
TXN5337,2023-01-30,Hemel Hempstead,CUST0434,Coffee Beans 200g,Drinks,5,4.99,24.95,Fulfilled,Contactless,Yes
TXN13653,2023-01-30,St Albans,CUST2530,Fish Fingers 30pk,Frozen,3,3.35,10.05,Fulfilled,Card,Yes
TXN14225,2023-01-30,Hatfield,CUST2216,Seeded Rolls 4pk,Bakery,3,1.25,3.75,Fulfilled,Contactless,Yes
TXN10969,2023-01-30,Welwyn Garden City,CUST0472,Rice 1kg,Grocery,1,1.41,1.41,Fulfilled,Card,No
TXN5056,2023-01-30,Watford,CUST0037,Frozen Chips 1.5kg,Frozen,4,1.92,7.68,Fulfilled,Contactless,No
TXN14220,2023-01-30,St Albans,CUST0053,Bagels 5pk,Bakery,4,1.45,5.8,Fulfilled,Card,No
TXN6149,2023-01-30,Welwyn Garden City,CUST1715,Frozen Berries 500g,Frozen,4,2.24,8.96,Fulfilled,Contactless,Yes
TXN9655,2023-01-30,St Albans,CUST0971,Doughnuts 5pk,Bakery,1,1.75,1.75,Fulfilled,Contactless,Yes
TXN6699,2023-01-30,Hatfield,CUST1338,Coffee Beans 200g,Drinks,1,5.0,5.0,Fulfilled,Card,Yes
TXN9887,2023-01-30,Luton,CUST2673,Deodorant 150ml,Health & Beauty,5,2.35,11.75,Fulfilled,Card,Yes
TXN13036,2023-01-30,Hatfield,CUST0597,Green Tea 40pk,Drinks,5,2.53,12.65,Fulfilled,Contactless,No
TXN7283,2023-01-30,Luton,CUST0743,Fabric Softener 1L,Household,1,3.27,3.27,Fulfilled,Contactless,Yes
TXN8477,2023-01-30,Welwyn Garden City,CUST0136,All-Purpose Cleaner 750ml,Household,1,1.84,1.84,Fulfilled,Contactless,Yes
TXN2103,2023-01-30,Hemel Hempstead,CUST0432,Green Tea 40pk,Drinks,3,2.5,7.5,Fulfilled,Contactless,Yes
TXN13523,2023-01-30,St Albans,CUST2496,Washing Powder 2kg,Household,4,5.46,21.84,Fulfilled,Contactless,No
TXN14639,2023-01-30,Luton,CUST0674,Apples 6pk,Fresh Produce,4,1.28,5.12,Fulfilled,Contactless,No
TXN4454,2023-01-30,Hertford,CUST1026,Moisturiser 200ml,Health & Beauty,3,4.59,13.77,Fulfilled,Card,Yes
TXN3528,2023-01-30,Welwyn Garden City,CUST1084,Chicken Nuggets 500g,Frozen,6,2.98,17.88,Fulfilled,Contactless,Yes
TXN5978,2023-01-30,Welwyn Garden City,CUST0169,Fish Fingers 30pk,Frozen,1,3.28,3.28,Fulfilled,Contactless,Yes
TXN5203,2023-01-30,Hertford,CUST2851,Crisps Multipack,Grocery,5,2.43,12.15,Fulfilled,Contactless,Yes
TXN15055,2023-01-31,Watford,CUST1025,Kitchen Roll 6pk,Household,1,3.55,3.55,Fulfilled,Clubcard Pay+,No
TXN15000,2023-01-31,Welwyn Garden City,CUST1725,Cola 6pk,Drinks,2,3.41,6.82,Fulfilled,Card,Yes
TXN13701,2023-01-31,Hatfield,CUST0396,Broccoli Head,Fresh Produce,3,0.9,2.7,Fulfilled,Card,Yes
TXN3500,2023-01-31,Watford,CUST0046,Orange Juice 1L,Grocery,4,1.46,5.84,Fulfilled,Cash,Yes
TXN3710,2023-01-31,Watford,CUST0845,Rice 1kg,Grocery,2,1.43,2.86,Fulfilled,Card,Yes
TXN15789,2023-01-31,Hemel Hempstead,CUST1440,Wholemeal Bread 800g,Grocery,2,1.25,2.5,Fulfilled,Cash,Yes
TXN3155,2023-01-31,Hatfield,CUST0649,Chicken Breast 500g,Meat & Fish,3,3.4,10.2,Fulfilled,Card,Yes
TXN6876,2023-01-31,Hemel Hempstead,CUST2505,Dishwasher Tablets 30pk,Household,4,7.12,28.48,Fulfilled,Card,No
TXN10478,2023-01-31,Hatfield,CUST0641,Greek Yoghurt 500g,Grocery,1,1.63,1.63,Fulfilled,Contactless,No
TXN2406,2023-01-31,Watford,CUST1165,Pasta 500g,Grocery,1,0.89,0.89,Fulfilled,Contactless,Yes
TXN4644,2023-01-31,Watford,CUST0383,Moisturiser 200ml,Health & Beauty,5,4.47,22.35,Fulfilled,Contactless,Yes
TXN10356,2023-01-31,Watford,CUST2402,Orange Juice 1L,Grocery,1,1.5,1.5,Fulfilled,Card,No
TXN10174,2023-01-31,Hatfield,CUST1139,Butter 250g,Grocery,1,1.75,1.75,Fulfilled,Cash,Yes
TXN12254,2023-01-31,Hatfield,CUST2044,Fish Fingers 30pk,Frozen,1,3.26,0.0,Cancelled,Contactless,No
TXN10811,2023-01-31,Watford,CUST2570,Orange Juice 1L,Grocery,4,1.48,5.92,Fulfilled,Cash,No
TXN10023,2023-01-31,Hatfield,CUST2938,Greek Yoghurt 500g,Grocery,4,1.65,6.6,Fulfilled,Contactless,Yes
TXN4949,2023-01-31,Hatfield,CUST0482,Veggie Burgers 4pk,Frozen,2,2.73,0.0,Cancelled,Card,Yes
TXN7361,2023-01-31,St Albans,CUST1970,Frozen Peas 900g,Frozen,3,1.5,4.5,Fulfilled,Card,Yes
TXN3045,2023-01-31,Luton,CUST1900,Tomato Soup 4pk,Grocery,2,1.93,3.86,Fulfilled,Clubcard Pay+,Yes
TXN6356,2023-01-31,Welwyn Garden City,CUST0279,Veggie Burgers 4pk,Frozen,4,2.74,10.96,Fulfilled,Contactless,No
TXN1236,2023-01-31,Hatfield,CUST0738,Conditioner 400ml,Health & Beauty,6,2.98,17.88,Fulfilled,Cash,No
TXN1574,2023-01-31,Hemel Hempstead,CUST0035,Grapes 500g,Fresh Produce,2,1.94,3.88,Fulfilled,Contactless,No
TXN10546,2023-01-31,Welwyn Garden City,CUST2940,Seeded Rolls 4pk,Bakery,1,1.32,1.32,Fulfilled,Contactless,Yes
TXN11786,2023-01-31,Hatfield,CUST1598,Bell Peppers 3pk,Fresh Produce,3,1.53,4.59,Fulfilled,Cash,Yes
TXN9402,2023-01-31,Stevenage,CUST1565,Frozen Berries 500g,Frozen,3,2.28,6.84,Fulfilled,Contactless,No
TXN5882,2023-01-31,Watford,CUST2976,Sweet Potatoes 1kg,Fresh Produce,2,1.5,3.0,Fulfilled,Contactless,Yes
TXN5320,2023-01-31,Stevenage,CUST2610,Butter 250g,Grocery,4,1.77,7.08,Fulfilled,Contactless,Yes
TXN1767,2023-01-31,Hemel Hempstead,CUST1230,Doughnuts 5pk,Bakery,2,1.76,3.52,Fulfilled,Cash,Yes
TXN15907,2023-01-31,Stevenage,CUST0127,Greek Yoghurt 500g,Grocery,1,1.6,1.6,Fulfilled,Clubcard Pay+,Yes
TXN11510,2023-01-31,Welwyn Garden City,CUST1738,Bagels 5pk,Bakery,2,1.51,3.02,Fulfilled,Clubcard Pay+,Yes
TXN1793,2023-01-31,Stevenage,CUST2748,Crisps Multipack,Grocery,1,2.55,2.55,Fulfilled,Clubcard Pay+,Yes
TXN11606,2023-01-31,Luton,CUST1651,Beef Mince 500g,Meat & Fish,1,3.3,3.3,Fulfilled,Contactless,Yes
TXN6696,2023-02-01,St Albans,CUST0987,Veggie Burgers 4pk,Frozen,4,2.71,10.84,Fulfilled,Contactless,No
TXN12312,2023-02-01,St Albans,CUST1515,Coffee Beans 200g,Drinks,2,4.85,9.7,Fulfilled,Cash,Yes
TXN10780,2023-02-01,St Albans,CUST2827,Sports Drink 500ml,Drinks,3,1.16,3.48,Fulfilled,Card,No
TXN11535,2023-02-01,St Albans,CUST0123,Fruit Smoothie 750ml,Drinks,2,3.01,6.02,Fulfilled,Card,No
TXN8780,2023-02-01,St Albans,CUST0298,Pain au Chocolat 4pk,Bakery,4,2.24,8.96,Fulfilled,Contactless,Yes
TXN8766,2023-02-01,Hatfield,CUST1663,Bananas Bunch,Fresh Produce,4,0.69,2.76,Fulfilled,Cash,Yes
TXN4807,2023-02-01,Hatfield,CUST1868,Broccoli Head,Fresh Produce,6,0.89,5.34,Fulfilled,Card,No
TXN8736,2023-02-01,Hemel Hempstead,CUST2420,Kitchen Roll 6pk,Household,2,3.45,6.9,Fulfilled,Clubcard Pay+,No
TXN6091,2023-02-01,Welwyn Garden City,CUST2767,Cornflakes 500g,Grocery,2,1.92,3.84,Fulfilled,Contactless,Yes
TXN10929,2023-02-01,Hemel Hempstead,CUST1516,Muffins 4pk,Bakery,4,2.0,8.0,Fulfilled,Cash,Yes
TXN11299,2023-02-01,Watford,CUST0063,Frozen Peas 900g,Frozen,2,1.52,3.04,Fulfilled,Contactless,Yes
TXN10965,2023-02-01,Stevenage,CUST2844,Frozen Pizza Margherita,Frozen,4,2.56,10.24,Fulfilled,Card,Yes
TXN6287,2023-02-01,Welwyn Garden City,CUST2335,Pork Sausages 6pk,Meat & Fish,3,2.52,7.56,Fulfilled,Contactless,Yes
TXN15997,2023-02-01,Welwyn Garden City,CUST2336,Turkey Mince 500g,Meat & Fish,3,3.14,9.42,Fulfilled,Card,Yes
TXN12431,2023-02-01,Luton,CUST2396,Bagels 5pk,Bakery,1,1.46,1.46,Fulfilled,Card,Yes
TXN11027,2023-02-01,Hemel Hempstead,CUST1226,Apples 6pk,Fresh Produce,1,1.33,1.33,Fulfilled,Card,Yes
TXN13693,2023-02-01,Watford,CUST0550,Cheddar Cheese 400g,Grocery,1,2.56,2.56,Fulfilled,Contactless,Yes
TXN12069,2023-02-01,Stevenage,CUST2843,Bell Peppers 3pk,Fresh Produce,2,1.47,2.94,Fulfilled,Clubcard Pay+,Yes
TXN6128,2023-02-01,Hatfield,CUST1356,Fruit Smoothie 750ml,Drinks,1,3.01,3.01,Fulfilled,Card,Yes
TXN13699,2023-02-01,Welwyn Garden City,CUST2312,Wholemeal Bread 800g,Grocery,6,1.22,7.32,Fulfilled,Clubcard Pay+,No
TXN12013,2023-02-01,Hatfield,CUST2896,Muffins 4pk,Bakery,6,1.98,11.88,Fulfilled,Contactless,Yes
TXN2764,2023-02-01,Welwyn Garden City,CUST2966,Frozen Pizza Margherita,Frozen,2,2.42,4.84,Fulfilled,Contactless,Yes
TXN1891,2023-02-01,Hemel Hempstead,CUST0523,Paracetamol 16pk,Health & Beauty,1,1.01,0.0,Cancelled,Contactless,No
TXN1989,2023-02-01,Watford,CUST1496,Bagels 5pk,Bakery,4,1.53,6.12,Fulfilled,Cash,No
TXN12436,2023-02-01,St Albans,CUST2908,Strawberries 400g,Fresh Produce,2,2.01,4.02,Fulfilled,Contactless,Yes
TXN15070,2023-02-01,Stevenage,CUST0896,Cherry Tomatoes 300g,Fresh Produce,1,1.22,1.22,Fulfilled,Card,Yes
TXN8084,2023-02-01,Luton,CUST0774,Wholemeal Bread 800g,Grocery,2,1.28,2.56,Fulfilled,Contactless,Yes
TXN2191,2023-02-01,Stevenage,CUST0840,Tomato Soup 4pk,Grocery,3,2.02,6.06,Fulfilled,Card,Yes
TXN8037,2023-02-01,St Albans,CUST2217,Strawberries 400g,Fresh Produce,1,2.05,2.05,Fulfilled,Cash,Yes
TXN3861,2023-02-01,Hatfield,CUST2935,Crisps Multipack,Grocery,1,2.43,2.43,Fulfilled,Clubcard Pay+,Yes
TXN9383,2023-02-01,Hemel Hempstead,CUST0508,Beef Mince 500g,Meat & Fish,2,3.34,6.68,Fulfilled,Contactless,Yes
TXN13096,2023-02-01,Welwyn Garden City,CUST1743,Sparkling Water 6pk,Drinks,2,2.33,4.66,Fulfilled,Contactless,No
TXN9432,2023-02-01,Welwyn Garden City,CUST2167,Broccoli Head,Fresh Produce,1,0.91,0.91,Fulfilled,Card,Yes
TXN3130,2023-02-01,Welwyn Garden City,CUST0625,Frozen Peas 900g,Frozen,4,1.5,6.0,Fulfilled,Cash,No
TXN9549,2023-02-01,Welwyn Garden City,CUST1040,Ice Cream Vanilla 2L,Frozen,2,3.5,7.0,Fulfilled,Clubcard Pay+,Yes
TXN8275,2023-02-01,Hemel Hempstead,CUST2955,Free Range Eggs 6pk,Grocery,1,1.86,1.86,Fulfilled,Clubcard Pay+,No
TXN7710,2023-02-01,Welwyn Garden City,CUST0897,Butter 250g,Grocery,1,1.75,1.75,Fulfilled,Contactless,Yes
TXN4385,2023-02-01,Hemel Hempstead,CUST0289,Baked Beans 4pk,Grocery,1,1.29,1.29,Fulfilled,Contactless,Yes
TXN5650,2023-02-01,Welwyn Garden City,CUST1264,Ice Cream Vanilla 2L,Frozen,2,3.46,6.92,Fulfilled,Contactless,No
TXN7270,2023-02-01,St Albans,CUST1931,Strawberries 400g,Fresh Produce,4,2.0,8.0,Fulfilled,Contactless,Yes
TXN14670,2023-02-01,Welwyn Garden City,CUST2839,Crisps Multipack,Grocery,2,2.56,5.12,Fulfilled,Contactless,No
TXN15236,2023-02-01,Hertford,CUST0753,Frozen Chips 1.5kg,Frozen,3,1.88,0.0,Cancelled,Card,No
TXN7501,2023-02-01,Welwyn Garden City,CUST0825,Orange Squash 750ml,Drinks,1,1.32,1.32,Fulfilled,Contactless,Yes
TXN4513,2023-02-01,Watford,CUST0363,Ice Cream Vanilla 2L,Frozen,4,3.5,14.0,Fulfilled,Contactless,No
TXN15229,2023-02-01,Welwyn Garden City,CUST0125,Sweet Potatoes 1kg,Fresh Produce,3,1.47,4.41,Fulfilled,Contactless,Yes
TXN4470,2023-02-01,Welwyn Garden City,CUST2124,Vitamins C 60pk,Health & Beauty,1,3.97,3.97,Fulfilled,Contactless,Yes
TXN13459,2023-02-01,Hatfield,CUST1999,Croissants 4pk,Bakery,1,1.89,1.89,Fulfilled,Clubcard Pay+,Yes
TXN9860,2023-02-01,Stevenage,CUST2400,Carrots 1kg,Fresh Produce,1,0.66,0.0,Cancelled,Contactless,Yes
TXN3516,2023-02-02,Welwyn Garden City,CUST2173,Frozen Berries 500g,Frozen,1,2.27,2.27,Fulfilled,Contactless,No
